ID.Cell.per.Trip,Area,Site,Year,Total.Angler.Hours,Grid.Cell.ID,Barred Sand Bass,Black-and-Yellow Rockfish,Black Rockfish,Blacksmith,Blue Rockfish,Bocaccio,Brown Rockfish,Buffalo Sculpin,Bull Sculpin,Cabezon,Calico Rockfish,California Halibut,California Lizardfish,California Scorpionfish,California Sheephead,Canary Rockfish,Chilipepper Rockfish,China Rockfish,Copper Rockfish,Deacon Rockfish,Fantail Sole,Garibaldi,Gopher Rockfish,Grass Rockfish,Halfmoon,Honeycomb Rockfish,Jack Mackerel,Jack Smelt,Kelp Bass,Kelp Greenling,Kelp Rockfish,Lingcod,Mackerel (Family Scombridae),Northern Anchovy,Ocean Whitefish,Olive or Yellowtail Rockfish,Olive Rockfish,Opaleye,Pacific  (Chub) Mackerel,Pacific Barracuda,Pacific Bonito,Pacific Sanddab,Pacific Sardine,Painted Greenling,Petrale Sole,Pile Perch,Quillback Rockfish,Rock Greenling,Rock Sole,Rock Wrasse,Rosy Rockfish,Rubberlip Seaperch,Salema,Sand Sole,Sanddab spp.,Sarcastic Fringehead,Scalyhead Sculpin,Senorita,Sharpnose Surfperch,Silversides (Family Atherinopsidae),Speckled Sanddab,Spiny Dogfish,Squarespot Rockfish,Starry Rockfish,Striped Seaperch,Tiger Rockfish,Top smelt,Treefish,Tubesnout,UnID Blue Rockfish,Unknown,Unknown rockfish,Vermilion Rockfish,White Croaker,White Seabass,Widow Rockfish,Wolf Eel,Yelloweye Rockfish,Yellowtail Rockfish,Total
ANR10110711,Ano Nuevo,REF,2007,4.25,AN11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118
BLM07150802,Piedras Blancas,MPA,2008,4.44,BL02,0,0,0.225225225,0,4.279279279,0,0,0,0,0,0,0,0,0,0,0.225225225,0,0.225225225,0,0,0,0,2.927927928,0,0,0,0,0,0,0.225225225,0,0,0,0,0,0,0.675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351351,0,0,0,0,0,0.225225225,10.36036036
BLM07150813,Piedras Blancas,MPA,2008,2.25,BL13,0,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,4.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0.444444444,11.11111111
BLM07150816,Piedras Blancas,MPA,2008,4.46,BL16,0,0,0,0,0.896860987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448430493,0,0,0,6.726457399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448430493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.520179372
BLM07150831,Piedras Blancas,MPA,2008,4.57,BL31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218818381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218818381
BLM07161201,Piedras Blancas,MPA,2012,5.97,BL01,0,0,0,0,0.67001675,0,0,0,0,0.167504188,0,0,0,0,0,0,0,0,0.167504188,0.502512563,0,0,1.842546064,0,0,0,0,0,0,0.167504188,0,0.67001675,0,0,0.167504188,0,1.005025126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167504188,0,0,0,0,0,0,0,0,0.502512563,0,0,0,0,0,0.167504188,6.197654941
BLM07161210,Piedras Blancas,MPA,2012,9.53,BL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104931794,0,0,0,0.629590766,0,0,0,0,0,0,0.209863589,0.209863589,0.104931794,0,0,0,0,0.314795383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104931794,0,0,0,0,0,0,1.678908709
BLM07161217,Piedras Blancas,MPA,2012,9.19,BL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326441785,0,0,0,4.461371055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108813928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544069641,0,0,0,0,0,0.108813928,5.549510337
BLM07161303,Piedras Blancas,MPA,2013,7.41,BL03,0,0,0.134952767,0,1.349527665,0.4048583,0,0,0,0,0,0,0,0,0,0,0,0,0.134952767,0,0,0,1.079622132,0,0,0,0,0,0,0,0,0.674763833,0,0,0,0,1.484480432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134952767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269905533,0,0,0,0,0,3.238866397,8.906882591
BLM07161307,Piedras Blancas,MPA,2013,7.48,BL07,0,0,0,0,6.28342246,0,0,0,0,0,0,0,0,0,0,0,0,0.13368984,0.401069519,1.069518717,0,0,0.401069519,0,0,0,0,0,0,0.13368984,0.13368984,0.401069519,0,0,0,0,0.668449198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13368984,0,0,0,0,0,1.871657754,11.63101604
BLM07161315,Piedras Blancas,MPA,2013,7.48,BL15,0,0,1.069518717,0,5.080213904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13368984,0,0,0.13368984,0,0,0,0,0,0,0,0.534759358,0,0,0,0,0,0.13368984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267379679,0,0,0,0,0,0.267379679,7.620320856
BLM07161321,Piedras Blancas,MPA,2013,7.03,BL21,0,0,0.711237553,0,2.275960171,0,2.275960171,0,0,0,0,0,0,0,0,0.711237553,0,0,0,1.137980085,0,0,0.426742532,0,0,0,0,0,0,0,0,0.568990043,0,0,0,0,0,0,0,0,0,0.284495021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142247511,0,0,0,0,0,0.284495021,8.819345661
BLM07171702,Piedras Blancas,MPA,2017,8.95,BL02,0,0,0.223463687,0,25.58659218,0,0,0,0,0.111731844,0,0,0,0,0,0.446927374,0,0,0.335195531,0.111731844,0,0,2.122905028,0,0,0,0,0,0,0.111731844,1.005586592,0.111731844,0,0,0,0,0.335195531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452513966,0,0,0,0,0,0,31.95530726
BLM07171722,Piedras Blancas,MPA,2017,7.87,BL22,0,0,0,0,26.17534943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254129606,0,0,0,3.939008895,0,0,0,0,0,0,0,0,0.889453621,0,0,0.127064803,0,0.508259212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127064803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92249047,0,0,0,0,0,0.127064803,35.06988564
BLM07171730,Piedras Blancas,MPA,2017,8.43,BL30,0,0,0.118623962,0,23.36892052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355871886,0,0,0,0,0,0,0,0.118623962,0.118623962,0,0,0,0,0.118623962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118623962,0,0,0,0,0,0,24.31791222
BLM07181607,Piedras Blancas,MPA,2016,9.24,BL07,0,0,0,0,3.787878788,0,0,0,0,0,0.108225108,0,0,0,0,0,0,0,1.623376623,0.216450216,0,0,1.731601732,0,0,0,0,0,0,0,0.432900433,0.541125541,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623376623,0,0,0,0,0,0.649350649,15.47619048
BLM07181610,Piedras Blancas,MPA,2016,5.4,BL10,0,0,1.296296296,0,10.37037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,0,0,0,14.44444444
BLM07181612,Piedras Blancas,MPA,2016,8.5,BL12,0,0,0,0,2.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0,0,0,2.705882353,0,0,0,0,0,0,0,0,0.705882353,0,0,0,0,0.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,1.294117647,0,0,0,0,0,0.352941176,9.294117647
BLM07181621,Piedras Blancas,MPA,2016,8.92,BL21,0,0,0.33632287,0,11.5470852,0,0.784753363,0,0,0,0,0,0,0,0,0.224215247,0,0,0.67264574,0.112107623,0,0,2.130044843,0,0,0,0,0,0,0,0,1.00896861,0,0,0,0,0.224215247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784753363,0,0,0,0,0,0.33632287,18.16143498
BLM07201103,Piedras Blancas,MPA,2011,7.06,BL03,0,0,0,0,2.407932011,0,0,0,0,0,0,0,0,0,0,0.141643059,0,0,0.283286119,0.141643059,0,0,1.416430595,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133144476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416430595,0,0,0,0,0,0,6.940509915
BLM07201108,Piedras Blancas,MPA,2011,7.06,BL08,0,0,0,0,0.141643059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141643059,0,0,0,1.133144476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274787535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708215297,0,0,0,0,0,0,3.399433428
BLM07201115,Piedras Blancas,MPA,2011,4.46,BL15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67264574,0,0,0,0,0,0.448430493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121076233
BLM07201127,Piedras Blancas,MPA,2011,3.73,BL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340482574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340482574
BLM07211005,Piedras Blancas,MPA,2010,6.68,BL05,0,0,0,0,0.598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946107784,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0,0.149700599,3.592814371
BLM07211006,Piedras Blancas,MPA,2010,6.05,BL06,0,0,0,0,0.991735537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826446281,0,0,0,0.991735537,0,0,0,0,0,0,0,0.165289256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991735537,0,0,0,0,0,0,3.966942149
BLM07211015,Piedras Blancas,MPA,2010,6.96,BL15,0,0,0.143678161,0,0.862068966,0,0,0,0,0,0,0,0,0,0,0.143678161,0,0,0,0,0,0,0.574712644,0,0,0,0,0,0,0,1.149425287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068966,0,0,0,0,0,0,3.735632184
BLM07211029,Piedras Blancas,MPA,2010,3.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM07211407,Piedras Blancas,MPA,2014,6.84,BL07,0,0,0,0,3.801169591,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023391813,0.730994152,0,0,3.50877193,0,0,0,0,0,0,0,0,0.438596491,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730994152,0,0,0,0,0,2.631578947,15.49707602
BLM07211410,Piedras Blancas,MPA,2014,7.54,BL10,0,0,1.591511936,0,5.702917772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265251989,0,0,0,1.98938992,0,0,0,0,0,0,0.132625995,1.061007958,0.265251989,0,0,0,0,0.530503979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795755968,0,0,0,0,0,0.132625995,12.4668435
BLM07211415,Piedras Blancas,MPA,2014,7.39,BL15,0,0.405953992,9.336941813,0,5.0067659,0,0,0,0,0.135317997,0,0,0,0,0,0,0,0,0,0,0,0,0.135317997,0,0,0,0,0,0,0.135317997,0.947225981,0.676589986,0,0,0,0,0.947225981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541271989,0,0,0,0,0,0.405953992,18.67388363
BLM07211417,Piedras Blancas,MPA,2014,7.4,BL17,0,0,0,0,0.810810811,0,0,0,0,0,0,0,0,0,0,1.081081081,0,0,0.675675676,0,0,0,5.135135135,0,0,0,0,0,0,0,0,0.405405405,0,0,0,0,2.297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081081081,0,0,0,0,0,1.486486486,12.97297297
BLM07230808,Piedras Blancas,MPA,2008,9.05,BL08,0,0,0,0,0.662983425,0,0,0,0,0,0,0,0,0,0,0,0,0.110497238,0.110497238,0,0,0,1.657458564,0,0,0,0,0,0,0,0.110497238,0.220994475,0,0,0,0,1.657458564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773480663,0,0,0,0,0,0.110497238,5.414364641
BLM07230813,Piedras Blancas,MPA,2008,9.02,BL13,0,0,0,0,1.77383592,0,0,0,0,0,0,0,0,0,0,0,0,0.110864745,0.110864745,0,0,0,1.99556541,0,0,0,0,0,0,0.110864745,0.110864745,0.110864745,0,0,0,0,1.55210643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110864745,0,0,0,0,0,0.332594235,6.319290466
BLM07230816,Piedras Blancas,MPA,2008,8.9,BL16,0,0,0,0,0.674157303,0,0,0,0,0,0,0,0,0,0,0,0,0.224719101,0.112359551,0,0,0,1.460674157,0,0,0,0,0,0,0,0,0.112359551,0,0,0,0,1.011235955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337078652,0,0,0,0,0,0,3.93258427
BLM07290906,Piedras Blancas,MPA,2009,6.72,BL06,0,0,0,0,0.595238095,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041666667,0,0,0,1.488095238,0,0,0,0,0,0,0,0.297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636904762,0,0,0,0,0,0,5.05952381
BLM07290911,Piedras Blancas,MPA,2009,6.66,BL11,0,0.3003003,0,0,1.051051051,0,0,0,0,0,0,0,0,0,0,0,0,0.15015015,0.15015015,0,0,0,2.252252252,0,0,0,0,0,0,0,0,0.15015015,0,0,0,0,2.102102102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15015015,0,0,0,0,0,0,6.306306306
BLM07290922,Piedras Blancas,MPA,2009,6.69,BL22,0,0,0,0,1.195814649,0,0.747384155,0,0,0,0,0,0,0,0,1.644245142,0,0,0.448430493,0,0,0,3.139013453,0,0,0,0,0,0,0,0,0.149476831,0,0,0,0,0.298953662,0,0,0,0,0.149476831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.840059791,0,0,0,0,0,0,10.61285501
BLM07290924,Piedras Blancas,MPA,2009,3.61,BL24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55401662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55401662
BLM07301305,Piedras Blancas,MPA,2013,6.97,BL05,0,0,0.143472023,0,0.573888092,0,0,0,0,0,0,0,0,0,0,0.286944046,0,0,0.286944046,0.143472023,0,0,1.578192253,0,0,0,0,0,0,0,0.286944046,0.143472023,0,0,0,0,0.860832138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573888092,0,0,0,0,0,0.717360115,5.595408895
BLM07301306,Piedras Blancas,MPA,2013,3.5,BL06,0,0,1.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0.857142857,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,3.428571429
BLM07301321,Piedras Blancas,MPA,2013,6.74,BL21,0,0,0,0,0,0,0.296735905,0,0,0,0,0,1.928783383,0,0,0,0,0,0,0,0,0,0.445103858,0,0,0,0,0,0,0,0,0.148367953,0,0,0,0,0.148367953,0,0,0,0,0.741839763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709198813
BLM07311201,Piedras Blancas,MPA,2012,8.87,BL01,0,0,0.112739572,0,4.622322435,0.112739572,0,0,0,0,0,0,0,0,0,0.225479143,0,0.225479143,0,1.240135287,0,0,1.352874859,0,0,0,0,0,0,0,0,0.338218715,0,0,0,0,2.14205186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563697858,0,0,0,0,0,0.112739572,11.04847802
BLM07311203,Piedras Blancas,MPA,2012,5.99,BL03,0,0,0,0,0.834724541,0.166944908,0,0,0,0.166944908,0,0,0,0,0,0,0,0,0.500834725,0.166944908,0,0,0.834724541,0,0,0,0,0,0,0,0,0.333889816,0,0,0,0,0.166944908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500834725,0,0,0,0,0,0.333889816,4.006677796
BLM07311211,Piedras Blancas,MPA,2012,9.05,BL11,0,0,0,0,2.762430939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110497238,0.331491713,0,0,1.215469613,0,0,0,0,0,0,0,0.44198895,0.110497238,0,0,0,0,0.994475138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110497238,0,0,0,0,0.44198895,0,0,0,0,0,0,6.519337017
BLM07311222,Piedras Blancas,MPA,2012,9.13,BL22,0,0,0,0,0.109529025,0,1.314348302,0,0,0,0,0,0,0,0,0,0,0,0.547645126,0,0,0,3.176341731,0,0,0,0,0,0,0,0,0.328587076,0,0,0,0,0.328587076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.095290252,0,0,0,0,0,0,6.900328587
BLM08011602,Piedras Blancas,MPA,2016,6.55,BL02,0,0,0.305343511,0,17.70992366,0,0,0,0,0.152671756,0,0,0,0,0,0,0,0,0.305343511,0,0,0,1.832061069,0,0,0,0,0,0,0.152671756,2.748091603,0.610687023,0,0,0,0,0.458015267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610687023,0,0,0,0,0,0,24.88549618
BLM08011609,Piedras Blancas,MPA,2016,8.28,BL09,0,0,0,0,28.01932367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362318841,0,0,0,0.724637681,0,0,0,0.241545894,0,0,0,0,0.845410628,0,0,0,0,1.328502415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241545894,0,0,0,0,0,0.241545894,32.00483092
BLM08011610,Piedras Blancas,MPA,2016,8.31,BL10,0,0,2.286401925,0,41.99759326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101083,0,0,0,0.481347774,0,0,0,0.240673887,0,0,0,0,0,3.610108303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101083,0,0,0,0,0,0,49.33814681
BLM08011616,Piedras Blancas,MPA,2016,7.73,BL16,0,0,0,0,26.52005175,0,0,0,0,0,0,0,0,0,0.129366106,0,0,0,0.776196636,0.129366106,0,0,0.905562743,0,0,0,0,0,0,0,0,1.423027167,0,0,0,0,5.433376455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776196636,0,0,0,0,0,0.129366106,36.2225097
BLM08011704,Piedras Blancas,MPA,2017,8.16,BL04,0,0,0,0,19.24019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612745098,0.612745098,0,0,2.818627451,0,0,0,0,0,0,0,0,0.735294118,0,0,0,0,2.696078431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838235294,0,0,0,0,0,0,28.55392157
BLM08011712,Piedras Blancas,MPA,2017,8.66,BL12,0,0,0,0,8.429561201,0.115473441,0,0,0,0.115473441,0,0,0,0,0,0,0,0,1.616628176,0.230946882,0,0,1.963048499,0,0,0,0,0,0,0,0,0,0,0,0,0,1.847575058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270207852,0,0,0,0,0,0,15.58891455
BLM08011714,Piedras Blancas,MPA,2017,8.73,BL14,0,0,0,0,24.51317297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458190149,0,0,0,1.718213058,0,0,0,0,0,0,0,0.114547537,0.458190149,0,0,0,0,1.718213058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489117984,0,0,0,0,0,0,30.4696449
BLM08011720,Piedras Blancas,MPA,2017,5.09,BL20,0,0,0,0,9.233791749,0,0,0,0,0,0,0,0,0,0,0.196463654,0,0,0.392927308,0,0,0,1.964636542,0,0,0,0,0,0,0,0,0.196463654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982318271,0,0,0,0,0,0,12.96660118
BLM08021003,Piedras Blancas,MPA,2010,8.79,BL03,0,0,0,0,0.455062571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023890785,0,0,0,0,0,0,0,0,0.113765643,0,0,0,0,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227531286,0,0,0,0,0,0,0,0,0.796359499,0,0,0,0,0,0.113765643,3.071672355
BLM08021018,Piedras Blancas,MPA,2010,8.82,BL18,0,0,0,0,0.22675737,0,0.22675737,0,0,0,0,0,0,0,0,0.340136054,0,0,0.113378685,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0.113378685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793650794,0,0,0,0,0,0,3.401360544
BLM08021019,Piedras Blancas,MPA,2010,9.06,BL19,0,0,0,0,0.110375276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110375276,0,0,0,1.324503311,0,0,0,0,0,0,0,0,0.110375276,0,0,0,0,1.103752759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214128035,0,0,0,0,0,0,3.973509934
BLM08021023,Piedras Blancas,MPA,2010,9.05,BL23,0,0,0,0,0.994475138,0,0.773480663,0,0,0,0,0,0,0,0,0.110497238,0,0,0,0,0,0,0.994475138,0,0,0,0,0,0,0,0,0.220994475,0,0,0,0,0.44198895,0,0,0,0,0.331491713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552486188,0,0,0,0,0,0.220994475,4.640883978
BLM08021105,Piedras Blancas,MPA,2011,6.64,BL05,0,0,0,0,0.602409639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656626506,0,0,0,0,0,0,0,0,0.301204819,0,0,0,0,1.656626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451807229,0,0,0,0,0,0,4.668674699
BLM08021108,Piedras Blancas,MPA,2011,6.73,BL08,0,0,0,0,1.337295691,0,0,0,0,0,0,0,0,0,0,0.29717682,0,0,0.29717682,0,0,0,1.931649331,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337295691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188707281,0,0,0,0,0,0,6.389301634
